Pathway	GeneID	Symbol	Description	Salt24h_vs_CK_log2FC	Salt24h_vs_CK_padj	Salt48h_vs_CK_log2FC	Salt48h_vs_CK_padj	Salt48h_vs_24h_log2FC	Salt48h_vs_24h_padj
Tyrosine	CL666.Contig8_All		gi|475592214|gb|EMT22012.1|/7.97503e-143/Tyrosyl-tRNA synthetase [Aegilops tauschii]	1.2801	NA	-0.1444	NA	-1.4245	NA
Tyrosine	CL666.Contig9_All		gi|475603706|gb|EMT25504.1|/2.59226e-138/Tyrosyl-tRNA synthetase [Aegilops tauschii]	2.5136	NA	2.0313	NA	-0.4823	NA
Serine	CL6672.Contig1_All	sp|Q5Z8Z7|2ABA_ORYSJ/2e-170/Serine/threonine protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform OS=Oryza sativa subsp. japonica GN=Os06g0563300 PE=2 SV=2	gi|357124095|ref|XP_003563742.1|/0/PREDICTED: serine/threonine protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform isoform X1 [Brachypodium distachyon] &gt;gi|944082602|gb|KQK17954.1| hypothetical protein BRADI_1g37760 [Brachypodium distachyon]	-0.9826	NA	-1.9484	NA	-0.9658	NA
Serine	CL6672.Contig2_All	sp|Q0E2P1|2ABB_ORYSJ/0.0/Serine/threonine protein phosphatase 2A 55 kDa regulatory subunit B beta isoform OS=Oryza sativa subsp. japonica GN=Os02g0224200 PE=2 SV=1	gi|475608161|gb|EMT26943.1|/0/Serine/threonine protein phosphatase 2A 55 kDa regulatory subunit B beta isoform [Aegilops tauschii]	-0.0753	NA	-0.1591	NA	-0.0838	NA
Serine	CL6672.Contig3_All	sp|Q5Z8Z7|2ABA_ORYSJ/0.0/Serine/threonine protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform OS=Oryza sativa subsp. japonica GN=Os06g0563300 PE=2 SV=2	gi|721615312|ref|XP_010227595.1|/0/PREDICTED: serine/threonine protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform isoform X2 [Brachypodium distachyon] &gt;gi|944082603|gb|KQK17955.1| hypothetical protein BRADI_1g37760 [Brachypodium distachyon]	-0.028	NA	-0.3745	NA	-0.3465	NA
Serine	CL6672.Contig4_All	sp|Q0E2P1|2ABB_ORYSJ/0.0/Serine/threonine protein phosphatase 2A 55 kDa regulatory subunit B beta isoform OS=Oryza sativa subsp. japonica GN=Os02g0224200 PE=2 SV=1	gi|475608161|gb|EMT26943.1|/0/Serine/threonine protein phosphatase 2A 55 kDa regulatory subunit B beta isoform [Aegilops tauschii]	-0.5365	NA	-0.687	NA	-0.1505	NA
Serine	CL6672.Contig5_All	sp|Q5Z8Z7|2ABA_ORYSJ/0.0/Serine/threonine protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform OS=Oryza sativa subsp. japonica GN=Os06g0563300 PE=2 SV=2	gi|721615312|ref|XP_010227595.1|/0/PREDICTED: serine/threonine protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform isoform X2 [Brachypodium distachyon] &gt;gi|944082603|gb|KQK17955.1| hypothetical protein BRADI_1g37760 [Brachypodium distachyon]	-0.0183	NA	-0.4183	NA	-0.4001	NA
Purine	CL6690.Contig1_All	sp|Q9LZX8|BIG2_ARATH/4e-96/Brefeldin A-inhibited guanine nucleotide-exchange protein 2 OS=Arabidopsis thaliana GN=BIG2 PE=2 SV=1	gi|475579804|gb|EMT18434.1|/1.19648e-129/Brefeldin A-inhibited guanine nucleotide-exchange protein 2 [Aegilops tauschii]	-0.2368	NA	-0.1535	NA	0.0833	NA
Purine	CL6690.Contig2_All	sp|Q9LZX8|BIG2_ARATH/0.0/Brefeldin A-inhibited guanine nucleotide-exchange protein 2 OS=Arabidopsis thaliana GN=BIG2 PE=2 SV=1	gi|475579804|gb|EMT18434.1|/0/Brefeldin A-inhibited guanine nucleotide-exchange protein 2 [Aegilops tauschii]	-0.2189	NA	-0.5464	NA	-0.3275	NA
Phospholipid_Biosynthesis	CL6693.Contig7_All	sp|Q9LMM0|GPAT4_ARATH/9e-111/Glycerol-3-phosphate 2-O-acyltransferase 4 OS=Arabidopsis thaliana GN=GPAT4 PE=1 SV=1	gi|115443777|ref|NP_001045668.1|/1.94346e-179/Os02g0114400 [Oryza sativa Japonica Group] &gt;gi|41052586|dbj|BAD07928.1| phospholipid/glycerol acyltransferase-like protein [Oryza sativa Japonica Group] &gt;gi|41052781|dbj|BAD07650.1| phospholipid/glycerol acyltransferase-like protein [Oryza sativa Japonica Group] &gt;gi|113535199|dbj|BAF07582.1| Os02g0114400 [Oryza sativa Japonica Group]	-1.8814	NA	-2.8563	NA	-0.9749	NA
Ubiquitin_Proteasome	CL6694.Contig1_All	sp|Q9ZT42|RHF2A_ARATH/5e-110/E3 ubiquitin-protein ligase RHF2A OS=Arabidopsis thaliana GN=RHF2A PE=2 SV=1	gi|357156385|ref|XP_003577438.1|/0/PREDICTED: E3 ubiquitin-protein ligase RHF2A isoform X1 [Brachypodium distachyon] &gt;gi|944052505|gb|KQJ88143.1| hypothetical protein BRADI_4g16000 [Brachypodium distachyon]	-3.475	NA	-4.1912	NA	-0.7162	NA
Ubiquitin_Proteasome	CL6694.Contig2_All	sp|Q9ZT42|RHF2A_ARATH/2e-109/E3 ubiquitin-protein ligase RHF2A OS=Arabidopsis thaliana GN=RHF2A PE=2 SV=1	gi|357156385|ref|XP_003577438.1|/0/PREDICTED: E3 ubiquitin-protein ligase RHF2A isoform X1 [Brachypodium distachyon] &gt;gi|944052505|gb|KQJ88143.1| hypothetical protein BRADI_4g16000 [Brachypodium distachyon]	-1.7939	NA	-2.0886	NA	-0.2947	NA
Ubiquitin_Proteasome	CL6694.Contig3_All	sp|Q9ZT42|RHF2A_ARATH/2e-113/E3 ubiquitin-protein ligase RHF2A OS=Arabidopsis thaliana GN=RHF2A PE=2 SV=1	gi|357156385|ref|XP_003577438.1|/0/PREDICTED: E3 ubiquitin-protein ligase RHF2A isoform X1 [Brachypodium distachyon] &gt;gi|944052505|gb|KQJ88143.1| hypothetical protein BRADI_4g16000 [Brachypodium distachyon]	-0.1131	NA	-0.5141	NA	-0.401	NA
Ubiquitin_Proteasome	CL6694.Contig4_All	sp|Q9ZT42|RHF2A_ARATH/1e-112/E3 ubiquitin-protein ligase RHF2A OS=Arabidopsis thaliana GN=RHF2A PE=2 SV=1	gi|357156385|ref|XP_003577438.1|/0/PREDICTED: E3 ubiquitin-protein ligase RHF2A isoform X1 [Brachypodium distachyon] &gt;gi|944052505|gb|KQJ88143.1| hypothetical protein BRADI_4g16000 [Brachypodium distachyon]	-0.1461	NA	-0.6176	NA	-0.4715	NA
Ubiquitin_Proteasome	CL6694.Contig5_All	sp|Q9ZT42|RHF2A_ARATH/3e-113/E3 ubiquitin-protein ligase RHF2A OS=Arabidopsis thaliana GN=RHF2A PE=2 SV=1	gi|357156385|ref|XP_003577438.1|/0/PREDICTED: E3 ubiquitin-protein ligase RHF2A isoform X1 [Brachypodium distachyon] &gt;gi|944052505|gb|KQJ88143.1| hypothetical protein BRADI_4g16000 [Brachypodium distachyon]	-1.4682	NA	-2.3072	NA	-0.839	NA
Ubiquitin_Proteasome	CL6694.Contig6_All	sp|Q9ZT42|RHF2A_ARATH/1e-113/E3 ubiquitin-protein ligase RHF2A OS=Arabidopsis thaliana GN=RHF2A PE=2 SV=1	gi|357156385|ref|XP_003577438.1|/0/PREDICTED: E3 ubiquitin-protein ligase RHF2A isoform X1 [Brachypodium distachyon] &gt;gi|944052505|gb|KQJ88143.1| hypothetical protein BRADI_4g16000 [Brachypodium distachyon]	-1.8117	NA	-1.1201	NA	0.6916	NA
Ubiquitin_Proteasome	CL6694.Contig7_All	sp|Q9ZT42|RHF2A_ARATH/3e-88/E3 ubiquitin-protein ligase RHF2A OS=Arabidopsis thaliana GN=RHF2A PE=2 SV=1	gi|357156385|ref|XP_003577438.1|/0/PREDICTED: E3 ubiquitin-protein ligase RHF2A isoform X1 [Brachypodium distachyon] &gt;gi|944052505|gb|KQJ88143.1| hypothetical protein BRADI_4g16000 [Brachypodium distachyon]	-0.4044	NA	-0.6126	NA	-0.2082	NA
Protein_Kinase_Signalling	CL6695.Contig2_All	sp|O23081|CRK41_ARATH/2e-23/Cysteine-rich receptor-like protein kinase 41 OS=Arabidopsis thaliana GN=CRK41 PE=3 SV=2	gi|475584519|gb|EMT19792.1|/6.33503e-55/CBL-interacting protein kinase 26 [Aegilops tauschii]	-1.1926	NA	0.585	NA	1.7776	NA
Cysteine	CL6695.Contig3_All	sp|O23081|CRK41_ARATH/6e-22/Cysteine-rich receptor-like protein kinase 41 OS=Arabidopsis thaliana GN=CRK41 PE=3 SV=2	gi|475510109|gb|EMT05244.1|/1.26585e-52/Cysteine-rich receptor-like protein kinase 25 [Aegilops tauschii]	-0.0931	NA	1.6147	NA	1.7078	NA
Ubiquitin_Proteasome	CL6703.Contig1_All	sp|Q8VWK0|PS12B_ARATH/6e-06/26S proteasome non-ATPase regulatory subunit 12 homolog B OS=Arabidopsis thaliana GN=RPN5B PE=1 SV=1	gi|474358967|gb|EMS63228.1|/4.61219e-11/26S proteasome non-ATPase regulatory subunit 12 [Triticum urartu]	1.142	NA	0.8425	NA	-0.2996	NA
Ubiquitin_Proteasome	CL6703.Contig2_All		gi|474358967|gb|EMS63228.1|/7.29946e-11/26S proteasome non-ATPase regulatory subunit 12 [Triticum urartu]	1.7843	NA	2.3999	NA	0.6157	NA
Ubiquitin_Proteasome	CL6703.Contig3_All		gi|474358967|gb|EMS63228.1|/1.44184e-10/26S proteasome non-ATPase regulatory subunit 12 [Triticum urartu]	-0.7603	NA	-0.9488	NA	-0.1884	NA
Protein_Kinase_Signalling	CL6706.Contig4_All	sp|Q9SKK8|ATL22_ARATH/7e-06/RING-H2 finger protein ATL22 OS=Arabidopsis thaliana GN=ATL22 PE=2 SV=2	gi|960466299|ref|XP_014754190.1|/4.43115e-114/PREDICTED: probable receptor-like protein kinase At5g39030 isoform X2 [Brachypodium distachyon]	3.2479	NA	2.7442	NA	-0.5038	NA
Protein_Kinase_Signalling	CL6706.Contig5_All	sp|Q3ECH2|Y1670_ARATH/6e-96/Probable receptor-like protein kinase At1g67000 OS=Arabidopsis thaliana GN=At1g67000 PE=2 SV=2	gi|960466304|ref|XP_014754192.1|/0/PREDICTED: probable receptor-like protein kinase At5g39030 isoform X5 [Brachypodium distachyon]	-0.1008	NA	-1.318	NA	-1.2172	NA
RNA_Processing	CL6709.Contig11_All		gi|475545435|gb|EMT10493.1|/5.53738e-08/Ribonuclease H2 subunit B [Aegilops tauschii]	0.4573	NA	0.8745	NA	0.4171	NA
RNA_Processing	CL6709.Contig13_All		gi|475545435|gb|EMT10493.1|/4.02813e-20/Ribonuclease H2 subunit B [Aegilops tauschii]	-0.0221	NA	0.0591	NA	0.0812	NA
RNA_Processing	CL6709.Contig14_All		gi|475545435|gb|EMT10493.1|/9.4311e-33/Ribonuclease H2 subunit B [Aegilops tauschii]	0.208	NA	0.3395	NA	0.1315	NA
RNA_Processing	CL6709.Contig18_All		gi|475545435|gb|EMT10493.1|/8.83067e-37/Ribonuclease H2 subunit B [Aegilops tauschii]	1.2515	NA	1.7975	NA	0.546	NA
RNA_Processing	CL6709.Contig3_All		gi|475545435|gb|EMT10493.1|/1.34104e-31/Ribonuclease H2 subunit B [Aegilops tauschii]	-6.5078	NA	0.8585	NA	7.3663	NA
Translation	CL6709.Contig4_All		gi|357163020|ref|XP_003579599.1|/1.03495e-156/PREDICTED: putative ribosome biogenesis GTPase RsgA 1 [Brachypodium distachyon] &gt;gi|944046598|gb|KQJ82239.1| hypothetical protein BRADI_5g07710 [Brachypodium distachyon]	-0.9194	NA	0.0247	NA	0.944	NA
RNA_Processing	CL6709.Contig9_All		gi|475545435|gb|EMT10493.1|/1.0428e-32/Ribonuclease H2 subunit B [Aegilops tauschii]	4.2705	NA	-3.3219	NA	-7.5925	NA
Trehalose	CL6712.Contig9_All	sp|Q9SYM4|TPS1_ARATH/1e-20/Alpha,alpha-trehalose-phosphate synthase [UDP-forming] 1 OS=Arabidopsis thaliana GN=TPS1 PE=1 SV=1	gi|474076775|gb|EMS54569.1|/2.12265e-21/Alpha,alpha-trehalose-phosphate synthase [UDP-forming] 1 [Triticum urartu]	3.3735	NA	0.4475	NA	-2.926	NA
Wax_Cutin	CL6717.Contig2_All	sp|Q9SWG3|FAR1_ARATH/2e-12/Protein FAR-RED IMPAIRED RESPONSE 1 OS=Arabidopsis thaliana GN=FAR1 PE=1 SV=1	gi|960450443|ref|XP_014753620.1|/1.60201e-75/PREDICTED: putative protein FAR1-RELATED SEQUENCE 10 [Brachypodium distachyon] &gt;gi|944081839|gb|KQK17191.1| hypothetical protein BRADI_1g32951 [Brachypodium distachyon] &gt;gi|944081841|gb|KQK17193.1| hypothetical protein BRADI_1g32951 [Brachypodium distachyon]	2.1024	NA	-4.0875	NA	-6.1898	NA
Wax_Cutin	CL6717.Contig3_All	sp|Q9SY66|FRS11_ARATH/6e-13/Protein FAR1-RELATED SEQUENCE 11 OS=Arabidopsis thaliana GN=FRS11 PE=2 SV=1	gi|960450443|ref|XP_014753620.1|/3.97078e-94/PREDICTED: putative protein FAR1-RELATED SEQUENCE 10 [Brachypodium distachyon] &gt;gi|944081839|gb|KQK17191.1| hypothetical protein BRADI_1g32951 [Brachypodium distachyon] &gt;gi|944081841|gb|KQK17193.1| hypothetical protein BRADI_1g32951 [Brachypodium distachyon]	0.2933	NA	-0.4921	NA	-0.7854	NA
Translation	CL6721.Contig1_All	sp|Q8SAY0|RK18_ORYSJ/3e-15/50S ribosomal protein L18, chloroplastic OS=Oryza sativa subsp. japonica GN=RPL18 PE=2 SV=1	gi|475570141|gb|EMT15949.1|/5.65862e-96/50S ribosomal protein L18, chloroplastic [Aegilops tauschii]	1.9764	NA	3.5512	NA	1.5747	NA
Translation	CL6721.Contig4_All	sp|Q8SAY0|RK18_ORYSJ/6e-15/50S ribosomal protein L18, chloroplastic OS=Oryza sativa subsp. japonica GN=RPL18 PE=2 SV=1	gi|475570141|gb|EMT15949.1|/1.63413e-92/50S ribosomal protein L18, chloroplastic [Aegilops tauschii]	3.7776	NA	5.0213	NA	1.2437	NA
Protein_Kinase_Signalling	CL6723.Contig1_All	sp|Q3ECH2|Y1670_ARATH/9e-88/Probable receptor-like protein kinase At1g67000 OS=Arabidopsis thaliana GN=At1g67000 PE=2 SV=2	gi|587651866|dbj|BAO51904.1|/0/iron-deficiency induced receptor-like kinase [Hordeum vulgare subsp. vulgare]	-2.1546	NA	-2.6424	NA	-0.4878	NA
Protein_Kinase_Signalling	CL6723.Contig2_All	sp|Q3ECH2|Y1670_ARATH/2e-87/Probable receptor-like protein kinase At1g67000 OS=Arabidopsis thaliana GN=At1g67000 PE=2 SV=2	gi|587651866|dbj|BAO51904.1|/0/iron-deficiency induced receptor-like kinase [Hordeum vulgare subsp. vulgare]	-0.6517	NA	-1.1597	NA	-0.5079	NA
Protein_Kinase_Signalling	CL6723.Contig3_All	sp|Q3ECH2|Y1670_ARATH/4e-85/Probable receptor-like protein kinase At1g67000 OS=Arabidopsis thaliana GN=At1g67000 PE=2 SV=2	gi|587651866|dbj|BAO51904.1|/0/iron-deficiency induced receptor-like kinase [Hordeum vulgare subsp. vulgare]	-5.177	NA	-5.209	NA	-0.0321	NA
Serine	CL6734.Contig1_All	sp|Q0DCT8|G11A_ORYSJ/2e-14/Protein kinase G11A OS=Oryza sativa subsp. japonica GN=Os06g0291600 PE=2 SV=1	gi|514728224|ref|XP_004956409.1|/9.98284e-25/PREDICTED: serine/threonine-protein kinase D6PKL1 [Setaria italica] &gt;gi|835937176|ref|XP_012699605.1| PREDICTED: serine/threonine-protein kinase D6PKL1 [Setaria italica] &gt;gi|944259643|gb|KQL23900.1| hypothetical protein SETIT_029122mg [Setaria italica] &gt;gi|944259644|gb|KQL23901.1| hypothetical protein SETIT_029122mg [Setaria italica]	-1.7417	NA	-1.7417	NA	0	NA
Serine	CL6734.Contig2_All	sp|A2YBX5|G11A_ORYSI/8e-13/Protein kinase G11A OS=Oryza sativa subsp. indica GN=OsI_021818 PE=2 SV=1	gi|514728224|ref|XP_004956409.1|/2.4917e-21/PREDICTED: serine/threonine-protein kinase D6PKL1 [Setaria italica] &gt;gi|835937176|ref|XP_012699605.1| PREDICTED: serine/threonine-protein kinase D6PKL1 [Setaria italica] &gt;gi|944259643|gb|KQL23900.1| hypothetical protein SETIT_029122mg [Setaria italica] &gt;gi|944259644|gb|KQL23901.1| hypothetical protein SETIT_029122mg [Setaria italica]	2.1592	NA	1.5525	NA	-0.6067	NA
Protein_Kinase_Signalling	CL6734.Contig3_All	sp|Q0DCT8|G11A_ORYSJ/2e-17/Protein kinase G11A OS=Oryza sativa subsp. japonica GN=Os06g0291600 PE=2 SV=1	gi|473995022|gb|EMS52003.1|/6.61656e-35/Protein kinase G11A [Triticum urartu]	-2.2928	NA	-3.2928	NA	-1	NA
Protein_Kinase_Signalling	CL6734.Contig4_All	sp|Q0DCT8|G11A_ORYSJ/0.0/Protein kinase G11A OS=Oryza sativa subsp. japonica GN=Os06g0291600 PE=2 SV=1	gi|475619819|gb|EMT30895.1|/0/Protein kinase G11A [Aegilops tauschii]	0.1021	NA	-2.185	NA	-2.287	NA
Serine	CL6734.Contig5_All	sp|Q0DCT8|G11A_ORYSJ/4e-15/Protein kinase G11A OS=Oryza sativa subsp. japonica GN=Os06g0291600 PE=2 SV=1	gi|721693272|ref|XP_010240203.1|/2.80561e-31/PREDICTED: serine/threonine-protein kinase D6PKL1-like [Brachypodium distachyon] &gt;gi|944048260|gb|KQJ83901.1| hypothetical protein BRADI_5g17450 [Brachypodium distachyon]	0.602	NA	0.7472	NA	0.1452	NA
Serine	CL6734.Contig6_All		gi|721693272|ref|XP_010240203.1|/3.29771e-44/PREDICTED: serine/threonine-protein kinase D6PKL1-like [Brachypodium distachyon] &gt;gi|944048260|gb|KQJ83901.1| hypothetical protein BRADI_5g17450 [Brachypodium distachyon]	-6.9773	NA	-6.9773	NA	0	NA
Translation	CL6739.Contig3_All	sp|Q8L9S1|R18AL_ARATH/8e-10/60S ribosomal protein L18a-like protein OS=Arabidopsis thaliana GN=At1g29970 PE=2 SV=2	gi|514779910|ref|XP_004969469.1|/1.0307e-35/PREDICTED: 60S ribosomal protein L18a-like protein [Setaria italica] &gt;gi|944242005|gb|KQL06313.1| hypothetical protein SETIT_003029mg [Setaria italica]	2.348	NA	1.4534	NA	-0.8946	NA
Transcription	CL6749.Contig1_All	sp|O22768|UNE12_ARATH/5e-24/Transcription factor UNE12 OS=Arabidopsis thaliana GN=UNE12 PE=2 SV=2	gi|721619841|ref|XP_010228286.1|/5.99178e-45/PREDICTED: transcription factor UNE12-like isoform X2 [Brachypodium distachyon] &gt;gi|944085224|gb|KQK20576.1| hypothetical protein BRADI_1g55427 [Brachypodium distachyon]	-0.6483	NA	0.4195	NA	1.0677	NA
Transcription	CL6755.Contig1_All	sp|Q9C7S0|BZI60_ARATH/9e-15/bZIP transcription factor 60 OS=Arabidopsis thaliana GN=BZIP60 PE=2 SV=1	gi|473872687|gb|EMS47758.1|/3.49244e-130/bZIP transcription factor 60 [Triticum urartu]	-0.7345	NA	-0.5936	NA	0.1409	NA
Transcription	CL6755.Contig2_All	sp|Q9C7S0|BZI60_ARATH/2e-14/bZIP transcription factor 60 OS=Arabidopsis thaliana GN=BZIP60 PE=2 SV=1	gi|473872687|gb|EMS47758.1|/4.4688e-127/bZIP transcription factor 60 [Triticum urartu]	-0.5491	NA	-0.1802	NA	0.3689	NA
Tyrosine	CL6756.Contig1_All	sp|Q9LMR3|TYRA2_ARATH/6e-93/Arogenate dehydrogenase 2, chloroplastic OS=Arabidopsis thaliana GN=TYRAAT2 PE=1 SV=1	gi|357123690|ref|XP_003563541.1|/3.6021e-151/PREDICTED: arogenate dehydrogenase 2, chloroplastic-like [Brachypodium distachyon]	0.2416	NA	0.95	NA	0.7084	NA
Tyrosine	CL6756.Contig2_All	sp|Q9LMR3|TYRA2_ARATH/1e-127/Arogenate dehydrogenase 2, chloroplastic OS=Arabidopsis thaliana GN=TYRAAT2 PE=1 SV=1	gi|357123690|ref|XP_003563541.1|/0/PREDICTED: arogenate dehydrogenase 2, chloroplastic-like [Brachypodium distachyon]	0.624	NA	1.1456	NA	0.5216	NA
Purine	CL6758.Contig1_All	sp|Q9C516|XLG3_ARATH/0.0/Extra-large guanine nucleotide-binding protein 3 OS=Arabidopsis thaliana GN=XLG3 PE=1 SV=1	gi|357110686|ref|XP_003557147.1|/0/PREDICTED: extra-large guanine nucleotide-binding protein 3-like [Brachypodium distachyon] &gt;gi|944084397|gb|KQK19749.1| hypothetical protein BRADI_1g50230 [Brachypodium distachyon]	-0.021	NA	-1.0228	NA	-1.0018	NA
Purine	CL6758.Contig2_All	sp|Q9C516|XLG3_ARATH/0.0/Extra-large guanine nucleotide-binding protein 3 OS=Arabidopsis thaliana GN=XLG3 PE=1 SV=1	gi|357110686|ref|XP_003557147.1|/0/PREDICTED: extra-large guanine nucleotide-binding protein 3-like [Brachypodium distachyon] &gt;gi|944084397|gb|KQK19749.1| hypothetical protein BRADI_1g50230 [Brachypodium distachyon]	-0.8775	NA	-1.6035	NA	-0.7261	NA
Purine	CL6767.Contig1_All	sp|Q42563|APT2_ARATH/1e-84/Adenine phosphoribosyltransferase 2 OS=Arabidopsis thaliana GN=APT2 PE=2 SV=1	gi|721692455|ref|XP_010240093.1|/6.72904e-115/PREDICTED: adenine phosphoribosyltransferase 2-like [Brachypodium distachyon] &gt;gi|944047793|gb|KQJ83434.1| hypothetical protein BRADI_5g14910 [Brachypodium distachyon]	-2.9437	NA	-8.5584	NA	-5.6147	NA
Purine	CL6767.Contig2_All	sp|Q42563|APT2_ARATH/4e-38/Adenine phosphoribosyltransferase 2 OS=Arabidopsis thaliana GN=APT2 PE=2 SV=1	gi|475537609|gb|EMT09096.1|/5.09844e-50/Adenine phosphoribosyltransferase 2 [Aegilops tauschii]	2.65	NA	1.9768	NA	-0.6732	NA
Purine	CL6767.Contig5_All	sp|Q42563|APT2_ARATH/3e-79/Adenine phosphoribosyltransferase 2 OS=Arabidopsis thaliana GN=APT2 PE=2 SV=1	gi|721692455|ref|XP_010240093.1|/3.32181e-108/PREDICTED: adenine phosphoribosyltransferase 2-like [Brachypodium distachyon] &gt;gi|944047793|gb|KQJ83434.1| hypothetical protein BRADI_5g14910 [Brachypodium distachyon]	2.3911	NA	1.0126	NA	-1.3785	NA
Purine	CL6767.Contig6_All	sp|Q42563|APT2_ARATH/3e-38/Adenine phosphoribosyltransferase 2 OS=Arabidopsis thaliana GN=APT2 PE=2 SV=1	gi|475537609|gb|EMT09096.1|/3.35116e-50/Adenine phosphoribosyltransferase 2 [Aegilops tauschii]	0.9226	NA	-0.7442	NA	-1.6668	NA
Purine	CL6767.Contig7_All	sp|Q42563|APT2_ARATH/4e-74/Adenine phosphoribosyltransferase 2 OS=Arabidopsis thaliana GN=APT2 PE=2 SV=1	gi|721692455|ref|XP_010240093.1|/4.48129e-100/PREDICTED: adenine phosphoribosyltransferase 2-like [Brachypodium distachyon] &gt;gi|944047793|gb|KQJ83434.1| hypothetical protein BRADI_5g14910 [Brachypodium distachyon]	1.094	NA	0.1526	NA	-0.9414	NA
Protein_Kinase_Signalling	CL6768.Contig1_All	sp|Q9LMN7|WAK5_ARATH/2e-24/Wall-associated receptor kinase 5 OS=Arabidopsis thaliana GN=WAK5 PE=2 SV=1	gi|474301685|gb|EMS61623.1|/7.90177e-66/Wall-associated receptor kinase 5 [Triticum urartu]	-1.6719	NA	-1.3648	NA	0.3072	NA
Protein_Kinase_Signalling	CL6768.Contig2_All	sp|Q9LMN6|WAK4_ARATH/1e-06/Wall-associated receptor kinase 4 OS=Arabidopsis thaliana GN=WAK4 PE=2 SV=1	gi|475481165|gb|EMT02863.1|/4.64711e-32/Wall-associated receptor kinase 5 [Aegilops tauschii]	-1.9625	NA	-1.9625	NA	0	NA
Transcription	CL677.Contig2_All	sp|Q9M2Y9|RAX3_ARATH/3e-42/Transcription factor RAX3 OS=Arabidopsis thaliana GN=RAX3 PE=2 SV=1	gi|357126117|ref|XP_003564735.1|/9.65284e-60/PREDICTED: transcription factor RAX1-like [Brachypodium distachyon] &gt;gi|944067644|gb|KQK03128.1| hypothetical protein BRADI_2g05740 [Brachypodium distachyon]	-3.5685	NA	-2.0737	NA	1.4948	NA
Transcription	CL677.Contig9_All	sp|Q9SJL7|RAX2_ARATH/7e-59/Transcription factor RAX2 OS=Arabidopsis thaliana GN=RAX2 PE=1 SV=1	gi|357126117|ref|XP_003564735.1|/1.54434e-76/PREDICTED: transcription factor RAX1-like [Brachypodium distachyon] &gt;gi|944067644|gb|KQK03128.1| hypothetical protein BRADI_2g05740 [Brachypodium distachyon]	-5.9069	NA	-0.0489	NA	5.858	NA
Translation	CL6770.Contig1_All	sp|Q9SCM3|RS24_ARATH/7e-103/40S ribosomal protein S2-4 OS=Arabidopsis thaliana GN=RPS2D PE=2 SV=1	gi|590584085|ref|XP_007015077.1|/1.25663e-103/Ribosomal protein S5 family protein isoform 1 [Theobroma cacao] &gt;gi|590584088|ref|XP_007015078.1| Ribosomal protein S5 family protein isoform 1 [Theobroma cacao] &gt;gi|508785440|gb|EOY32696.1| Ribosomal protein S5 family protein isoform 1 [Theobroma cacao] &gt;gi|508785441|gb|EOY32697.1| Ribosomal protein S5 family protein isoform 1 [Theobroma cacao]	2.4713	NA	2.9443	NA	0.473	NA
Protein_Kinase_Signalling	CL6775.Contig1_All	sp|Q8VYB2|UKL3_ARATH/3e-72/Uridine kinase-like protein 3 OS=Arabidopsis thaliana GN=UKL3 PE=2 SV=1	gi|474189248|gb|EMS58080.1|/1.91459e-93/Uridine kinase-like protein 3 [Triticum urartu]	-0.1161	NA	-3.0404	NA	-2.9243	NA
Protein_Kinase_Signalling	CL6775.Contig2_All	sp|Q8VYB2|UKL3_ARATH/0.0/Uridine kinase-like protein 3 OS=Arabidopsis thaliana GN=UKL3 PE=2 SV=1	gi|357160089|ref|XP_003578654.1|/0/PREDICTED: uridine kinase-like protein 3 [Brachypodium distachyon] &gt;gi|944055857|gb|KQJ91495.1| hypothetical protein BRADI_4g38030 [Brachypodium distachyon]	-0.1214	NA	-0.2214	NA	-0.1	NA
Ubiquitin_Proteasome	CL6778.Contig1_All		gi|78068099|gb|ABB18390.1|/0/ubiquitin-associated protein [Triticum aestivum]	0.6838	NA	-0.0017	NA	-0.6855	NA
Ubiquitin_Proteasome	CL6778.Contig2_All		gi|78068099|gb|ABB18390.1|/0/ubiquitin-associated protein [Triticum aestivum]	0.648	NA	0.0848	NA	-0.5632	NA
Serine	CL6787.Contig2_All	sp|P27450|CX32_ARATH/1e-49/Probable serine/threonine-protein kinase Cx32, chloroplastic OS=Arabidopsis thaliana GN=At4g35600 PE=1 SV=2	gi|473996237|gb|EMS52039.1|/5.86624e-87/putative serine/threonine-protein kinase Cx32, chloroplastic [Triticum urartu]	-1.0339	NA	-1.1974	NA	-0.1635	NA
Vitamin_C_Ascorbate	CL6789.Contig2_All	sp|Q8GZD4|NAT3_ARATH/0.0/Nucleobase-ascorbate transporter 3 OS=Arabidopsis thaliana GN=NAT3 PE=2 SV=2	gi|357159362|ref|XP_003578422.1|/0/PREDICTED: nucleobase-ascorbate transporter 3 [Brachypodium distachyon] &gt;gi|721673073|ref|XP_010237107.1| PREDICTED: nucleobase-ascorbate transporter 3 [Brachypodium distachyon] &gt;gi|944050482|gb|KQJ86120.1| hypothetical protein BRADI_4g03420 [Brachypodium distachyon] &gt;gi|944050483|gb|KQJ86121.1| hypothetical protein BRADI_4g03420 [Brachypodium distachyon]	0.7031	NA	0.3632	NA	-0.34	NA
